Dataset,Phylum,Class,Order,Family,Genus,Species,n
CCZ,Heterokontophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Sundstroemia,Sundstroemia setigera,18
CCZ,Mollusca,Caudofoveata,NA,NA,NA,NA,18
CCZ,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Oxytoxum,Oxytoxum scolopax,18
CCZ,NA,NA,NA,NA,NA,NA,18
CCZ,Nematoda,Enoplea,Enoplida,Enchelidiidae,Abelbolla,NA,17.107779454
CCZ,Annelida,Polychaeta,Amphinomida,Amphinomidae,NA,NA,17
CCZ,Annelida,Polychaeta,Phyllodocida,Nereididae,Neanthes,Neanthes goodayi,17
CCZ,Annelida,Polychaeta,NA,Travisiidae,Travisia,Travisia zieglerae,17
CCZ,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Rhachotropis,NA,17
CCZ,Arthropoda,Malacostraca,Isopoda,Haploniscidae,Mastigoniscus,NA,17
CCZ,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Panetela,NA,17
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Bassia,Bassia bassensis,17
CCZ,Foraminifera,Globothalamea,Loftusiida,Cyclamminidae,Cyclammina,NA,17
CCZ,Foraminifera,Tubothalamea,Miliolida,Hauerinidae,Triloculina,Triloculina oblonga,17
CCZ,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia longissima,17
CCZ,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia marina,17
CCZ,Heterokontophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros bacteriastroides,17
CCZ,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Gossleriellaceae,Gossleriella,Gossleriella tropica,17
CCZ,Heterokontophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia bergonii,17
CCZ,Heterokontophyta,Bacillariophyceae,Thalassiosirales,Lauderiaceae,Lauderia,Lauderia mediterranea,17
CCZ,Heterokontophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira subtilis,17
CCZ,Nematoda,Enoplea,Enoplida,Anticomidae,Odontanticoma,NA,17
CCZ,Nematoda,Enoplea,Enoplida,Trefusiidae,Trefusia,NA,16.894903879
CCZ,Nematoda,Chromadorea,Araeolaimida,Diplopeltidae,Pararaeolaimus,NA,16.029383422
CCZ,Annelida,Polychaeta,Amphinomida,NA,NA,NA,16
CCZ,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Haifameira,NA,16
CCZ,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Styloptocuma,NA,16
CCZ,Arthropoda,Malacostraca,Decapoda,Aristeidae,NA,NA,16
CCZ,Arthropoda,Malacostraca,Isopoda,Dendrotionidae,NA,NA,16
CCZ,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Chelator,NA,16
CCZ,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,NA,NA,16
CCZ,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Parakanthophoreus,NA,16
CCZ,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta bipunctata,16
CCZ,Cnidaria,Hexacorallia,Scleractinia,Fungiacyathidae,NA,NA,16
CCZ,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,NA,NA,16
CCZ,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,Porcellanaster,Porcellanaster ceruleus,16
CCZ,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,Aceste,Aceste ovata,16
CCZ,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,NA,NA,16
CCZ,Foraminifera,Globothalamea,Rotaliida,Anomalinidae,NA,NA,16
CCZ,Foraminifera,Globothalamea,Rotaliida,Epistomariidae,NA,NA,16
CCZ,Foraminifera,Monothalamea,Astrorhizida,Psammosphaeridae,Psammosphaera,Psammosphaera fusca,16
CCZ,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Hemidiscaceae,Roperia,Roperia tesselata,16
CCZ,Heterokontophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Minidiscus,NA,16
CCZ,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus tectus,16
CCZ,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Prochromadora,NA,15.781640269999999
CCZ,Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,Nyctonema,NA,15.494227862
CCZ,Nematoda,Chromadorea,Plectida,Leptolaimidae,Leptolaimoides,NA,15.475835554000001
CCZ,Nematoda,Chromadorea,Desmodorida,Microlaimidae,Acanthomicrolaimus,NA,15.452053608
CCZ,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,NA,15
CCZ,Annelida,Polychaeta,NA,Sabellariidae,NA,NA,15
CCZ,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecitrichopsis,Scolecitrichopsis ctenopus,15
CCZ,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,Sapphirina stellata,15
CCZ,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Metahuntemannia,NA,15
CCZ,Arthropoda,Malacostraca,Decapoda,Luciferidae,NA,NA,15
CCZ,Arthropoda,Malacostraca,Isopoda,Dendrotionidae,Dendrotion,NA,15
CCZ,Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis metallicola,15
CCZ,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,NA,NA,15
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Eudoxoides,Eudoxoides spiralis,15
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia lelouveteau,15
CCZ,Foraminifera,Globothalamea,Lituolida,Ammosphaeroidinidae,Cribrostomoides,NA,15
CCZ,Foraminifera,Nodosariata,NA,Reophacidae,Reophax,Reophax pilulifer,15
CCZ,Foraminifera,Tubothalamea,Spirillinida,NA,NA,NA,15
CCZ,Mollusca,Gastropoda,Littorinimorpha,Atlantidae,NA,NA,15
CCZ,Mollusca,Gastropoda,Seguenziida,NA,NA,NA,15
CCZ,Myzozoa,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Goniodoma,NA,15
CCZ,Arthropoda,Branchiopoda,NA,NA,NA,NA,14.799999999999999
CCZ,Nematoda,Enoplea,Enoplida,Oncholaimidae,NA,NA,14.057817958
CCZ,Annelida,Polychaeta,NA,Magelonidae,Magelona,NA,14
CCZ,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Sicameira,NA,14
CCZ,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Cleonardo,NA,14
CCZ,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Leptophoxus,NA,14
CCZ,Arthropoda,Malacostraca,Isopoda,Mesosignidae,NA,NA,14
CCZ,Bryozoa,Stenolaemata,Cyclostomatida,Stomatoporidae,NA,NA,14
CCZ,Chordata,Thaliacea,Salpida,Salpidae,Brooksia,Brooksia rostrata,14
CCZ,Foraminifera,Globothalamea,Rotaliida,Bolivinitidae,Fursenkoina,NA,14
CCZ,Foraminifera,Monothalamea,Allogromiida,Allogromiidae,Nemogullmia,NA,14
CCZ,Foraminifera,Monothalamea,Astrorhizida,Normaninidae,Normanina,Normanina conferta,14
CCZ,Foraminifera,Monothalamea,NA,Stannomidae,Aschemonella,NA,14
CCZ,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseis,NA,14
CCZ,Nematoda,Chromadorea,Desmodorida,Draconematidae,Eudraconema,NA,14
CCZ,Nematoda,Chromadorea,Plectida,Leptolaimidae,NA,NA,14
CCZ,Nematoda,Chromadorea,Monhysterida,Sphaerolaimidae,Metasphaerolaimus,NA,13.935358391
CCZ,Nematoda,Chromadorea,Chromadorida,Selachinematidae,Halichoanolaimus,NA,13.670729228
CCZ,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,NA,13.317169139
CCZ,Arthropoda,Ostracoda,Podocopida,Xestoleberididae,Xestoleberis,NA,13.317169139
CCZ,Annelida,Polychaeta,Phyllodocida,Goniadidae,Progoniada,NA,13
CCZ,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,Prionospio branchilucida,13
CCZ,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,NA,13
CCZ,Annelida,Polychaeta,Spionida,Trochochaetidae,NA,NA,13
CCZ,Arthropoda,Copepoda,Calanoida,Augaptilidae,Augaptilus,Augaptilus glacialis,13
CCZ,Arthropoda,Malacostraca,Cumacea,Leuconidae,Eudorella,NA,13
CCZ,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Tumidochelia,NA,13
CCZ,Brachiopoda,Lingulata,Lingulida,Discinidae,NA,NA,13
CCZ,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,NA,NA,13
CCZ,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,NA,NA,13
CCZ,Echinodermata,Echinoidea,Aspidodiadematoida,Aspidodiadematidae,NA,NA,13
CCZ,Echinodermata,Ophiuroidea,Ophioscolecida,Ophiohelidae,NA,NA,13
CCZ,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia bicapitata,13
CCZ,Heterokontophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassiothrix,Thalassiothrix mediterranea,13
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos muelleri,13
CCZ,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Oxytoxum,NA,13
CCZ,Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Pierrickia,NA,13
CCZ,Annelida,Polychaeta,NA,Paraonidae,Paraonides,NA,12
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus,NA,12
CCZ,Arthropoda,Copepoda,Calanoida,Augaptilidae,Haloptilus,Haloptilus mucronatus,12
CCZ,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,Sapphirina metallina,12
CCZ,Arthropoda,Copepoda,Harpacticoida,Neobradyidae,Tachidiopsis,NA,12
CCZ,Arthropoda,Malacostraca,Amphipoda,Acanthonotozomatidae,Acanthonotozoma,NA,12
CCZ,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Monoculodes,NA,12
CCZ,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecia,Conchoecia magna,12
CCZ,Arthropoda,Thecostraca,Scalpellomorpha,NA,NA,NA,12
CCZ,Brachiopoda,Rhynchonellata,Terebratulida,Laqueidae,Laqueus,NA,12
CCZ,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,NA,NA,12
CCZ,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Serratosagitta,Serratosagitta pseudoserratodentata,12
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Eudoxoides,Eudoxoides mitra,12
CCZ,Entoprocta,NA,NA,NA,NA,NA,12
CCZ,Foraminifera,Globothalamea,Rotaliida,Gavelinellidae,Gyroidina,NA,12
CCZ,Heterokontophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros messanense,12
CCZ,Heterokontophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,12
CCZ,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus asteromphalus,12
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax birostris,12
CCZ,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus arminius,12
CCZ,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus quintus,12
CCZ,Nematoda,Chromadorea,Desmodorida,NA,NA,NA,12
CCZ,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Chondrocladia,NA,12
CCZ,Nematoda,Chromadorea,Monhysterida,Siphonolaimidae,Astomonema,NA,11.717152575
CCZ,Nematoda,Chromadorea,Monhysterida,Sphaerolaimidae,Sphaerolaimus,NA,11.646193002
CCZ,Nematoda,Enoplea,Enoplida,Oxystominidae,Cricohalalaimus,NA,11.178904222
CCZ,Annelida,Polychaeta,Amphinomida,Euphrosinidae,Euphrosinopsis,Euphrosinopsis ahearni,11
CCZ,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,NA,11
CCZ,Annelida,Polychaeta,NA,Opheliidae,Ophelina,Ophelina martinezarbizui,11
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,Pseudeuchaeta,NA,11
CCZ,Arthropoda,Copepoda,Harpacticoida,Parameiropsidae,Parameiropsis,NA,11
CCZ,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Paranannopus,NA,11
CCZ,Arthropoda,Malacostraca,Amphipoda,Uristidae,Abyssorchomene,NA,11
CCZ,Arthropoda,Malacostraca,Isopoda,Haplomunnidae,Thylakogaster,NA,11
CCZ,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Eurycope,NA,11
CCZ,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Paranarthrura,NA,11
CCZ,Arthropoda,Malacostraca,Tanaidacea,Tanaellidae,Tanaella,NA,11
CCZ,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Parvidentoecia,Parvidentoecia parvidentata,11
CCZ,Bryozoa,Gymnolaemata,Cheilostomatida,Bifaxariidae,NA,NA,11
CCZ,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Halosphaera,Halosphaera viridis,11
CCZ,Chordata,Teleostei,Aulopiformes,Ipnopidae,Ipnops,NA,11
CCZ,Chordata,Thaliacea,Salpida,Salpidae,Soestia,Soestia zonaria,11
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Abylopsis,Abylopsis eschscholtzii,11
CCZ,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA,11
CCZ,Echinodermata,Asteroidea,Brisingida,NA,NA,NA,11
CCZ,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,NA,11
CCZ,Foraminifera,Globothalamea,Rotaliida,Cibicididae,NA,NA,11
CCZ,Foraminifera,Monothalamea,Allogromiida,Allogromiidae,Resigella,NA,11
CCZ,Foraminifera,Monothalamea,Astrorhizida,Komokiidae,Ipoa,NA,11
CCZ,Foraminifera,Nodosariata,Vaginulinida,Vaginulinidae,Astacolus,NA,11
CCZ,Foraminifera,Nodosariata,NA,Reophacidae,Reophax,Reophax bilocularis,11
CCZ,Foraminifera,Nodosariata,NA,Reophacidae,NA,NA,11
CCZ,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia sicula,11
CCZ,Heterokontophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia acuminata,11
CCZ,Heterokontophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,NA,NA,11
CCZ,Heterokontophyta,Bacillariophyceae,NA,NA,Coscinodiscopsis,Coscinodiscopsis jonesiana,11
CCZ,Mollusca,Gastropoda,Patellida,Patellidae,NA,NA,11
CCZ,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseis,Creseis virgula,11
CCZ,Mollusca,Gastropoda,Pteropoda,Peraclidae,Peracle,Peracle reticulata,11
CCZ,Mollusca,Scaphopoda,Gadilida,NA,NA,NA,11
CCZ,Myzozoa,Dinophyceae,Dinophysales,Amphisoleniaceae,Amphisolenia,Amphisolenia bidentata,11
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos contrarius,11
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos seta,11
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax polygramma,11
CCZ,Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,Marylynnia,NA,11
CCZ,Nematoda,Chromadorea,Desmodorida,Draconematidae,NA,NA,11
CCZ,Nematoda,Chromadorea,Desmodorida,Microlaimidae,Aponema,NA,11
CCZ,Nematoda,Chromadorea,Plectida,Aegialoalaimidae,NA,NA,11
CCZ,Platyhelminthes,NA,Fecampiida,Fecampiidae,NA,NA,11
CCZ,Nematoda,Chromadorea,Monhysterida,Xyalidae,Paramphimonhystrella,NA,10.833643418
CCZ,Nematoda,Chromadorea,Plectida,Tarvaiidae,Tarvaia,NA,10.3244821
CCZ,Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Sabatieria,NA,10.306396482
CCZ,Arthropoda,Ostracoda,Podocopida,Eucytheridae,Eucytheridea,NA,10.126944822999999
CCZ,Nematoda,Chromadorea,Monhysterida,Linhomoeidae,Linhomoeus,NA,10.008263038
CCZ,Annelida,Polychaeta,Phyllodocida,Lopadorrhynchidae,Lopadorrhynchus,Lopadorrhynchus uncinatus,10
CCZ,Annelida,Polychaeta,Phyllodocida,Polynoidae,Abyssarya,NA,10
CCZ,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephala,NA,10
CCZ,Annelida,Polychaeta,NA,Opheliidae,Ophelina,Ophelina ganae,10
CCZ,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia,Candacia simplex,10
CCZ,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterorhabdus,Heterorhabdus abyssalis,10
CCZ,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia,Lucicutia curta,10
CCZ,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontellina,Pontellina morii,10
CCZ,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix arcuata,10
CCZ,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix valida,10
CCZ,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scaphocalanus,Scaphocalanus magnus,10
CCZ,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,Scolecithricella marginata,10
CCZ,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,Oithona nana,10
CCZ,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Copilia,Copilia vitrea,10
CCZ,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,Sapphirina bicuspidata,10
CCZ,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Vettoria,Vettoria longifurca,10
CCZ,Arthropoda,Copepoda,Harpacticoida,Cylindropsyllidae,Selenopsyllus,NA,10
CCZ,Arthropoda,Malacostraca,Amphipoda,Hirondelleidae,Hirondellea,NA,10
CCZ,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Hyperioides,Hyperioides longipes,10
CCZ,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronima,Phronima sedentaria,10
CCZ,Arthropoda,Malacostraca,Amphipoda,Platyscelidae,Paratyphis,Paratyphis spinosus,10
CCZ,Arthropoda,Malacostraca,Amphipoda,Uristidae,Abyssorchomene,Abyssorchomene distinctus,10
CCZ,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia hemigibba,10
CCZ,Arthropoda,Malacostraca,Isopoda,Haplomunnidae,NA,NA,10
CCZ,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,NA,10
CCZ,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecetta,Conchoecetta acuminata,10
CCZ,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Macrochoecilla,Macrochoecilla macrocheira,10
CCZ,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Proceroecia,Proceroecia procera,10
CCZ,Cnidaria,Hexacorallia,Antipatharia,Schizopathidae,Alternatipathes,NA,10
CCZ,Echinodermata,Ophiuroidea,Ophiuroidea Incertae sedis,NA,NA,NA,10
CCZ,Foraminifera,Globothalamea,Rotaliida,Uvigerinidae,Uvigerina,Uvigerina hispidocostata,10
CCZ,Foraminifera,Nodosariata,Lagenida,NA,NA,NA,10
CCZ,Foraminifera,Nodosariata,Polymorphinida,Ellipsolagenidae,Favulina,Favulina hexagona,10
CCZ,Foraminifera,Nodosariata,NA,Hormosinidae,Nodosinum,Nodosinum gaussicum,10
CCZ,Foraminifera,Tubothalamea,Miliolida,Hauerinidae,NA,NA,10
CCZ,Heterokontophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,Leptocylindrus danicus,10
CCZ,Heterokontophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Pseudosolenia,Pseudosolenia calcar-avis,10
CCZ,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,Vesicomya galatheae,10
CCZ,Mollusca,Gastropoda,Littorinimorpha,Atlantidae,Atlanta,NA,10
CCZ,Mollusca,Gastropoda,Pteropoda,Cavoliniidae,Diacria,Diacria trispinosa,10
CCZ,Mollusca,Gastropoda,Pteropoda,Cymbuliidae,Corolla,NA,10
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos claviger,10
CCZ,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Oxytoxum,Oxytoxum sphaeroideum,10
CCZ,Myzozoa,Dinophyceae,Peridiniales,Podolampadaceae,Podolampas,Podolampas bipes,10
CCZ,Myzozoa,Dinophyceae,Peridiniales,Podolampadaceae,Podolampas,Podolampas elegans,10
CCZ,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium tuba,10
CCZ,Nematoda,Enoplea,Enoplida,Anticomidae,NA,NA,10
CCZ,Nematoda,Enoplea,Enoplida,Enchelidiidae,NA,NA,9.949933104
CCZ,Nematoda,Chromadorea,Monhysterida,Linhomoeidae,Thelonema,NA,9.644315614
CCZ,Nematoda,Chromadorea,Plectida,Ceramonematidae,Pterygonema,NA,9.291899267000002
CCZ,Nematoda,Enoplea,Enoplida,Phanodermatidae,Phanodermopsis,NA,9.241850012
CCZ,Nematoda,Chromadorea,Desmodorida,Desmodoridae,Paradesmodora,NA,9.144727985
CCZ,Annelida,Polychaeta,Eunicida,Onuphidae,NA,NA,9
CCZ,Annelida,Polychaeta,Phyllodocida,Polynoidae,Hodor,NA,9
CCZ,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus,9
CCZ,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterorhabdus,Heterorhabdus insukae,9
CCZ,Arthropoda,Malacostraca,Amphipoda,Pardaliscidae,Caleidoscopsis,NA,9
CCZ,Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,NA,9
CCZ,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Exiliniscus,NA,9
CCZ,Arthropoda,Malacostraca,Tanaidacea,Typhlotanaidae,NA,NA,9
CCZ,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,Styracaster,Styracaster paucispinus,9
CCZ,Echinodermata,Crinoidea,Comatulida,Antedonidae,NA,NA,9
CCZ,Echinodermata,Crinoidea,Hyocrinida,NA,NA,NA,9
CCZ,Foraminifera,Monothalamea,Astrorhizida,Komokiidae,Lana,NA,9
CCZ,Foraminifera,Monothalamea,NA,Psamminidae,Psammina,NA,9
CCZ,Foraminifera,Nodosariata,Polymorphinida,Ellipsolagenidae,Pseudosolenina,Pseudosolenina wiesneri,9
CCZ,Foraminifera,Nodosariata,NA,Hormosinellidae,Subreophax,NA,9
CCZ,Heterokontophyta,Bacillariophyceae,Asterolamprales,Asterolampraceae,Asteromphalus,Asteromphalus heptactis,9
CCZ,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus thorii,9
CCZ,Heterokontophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia calcar-avis,9
CCZ,Heterokontophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia styliformis,9
CCZ,Heterokontophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,NA,9
CCZ,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,NA,9
CCZ,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,NA,9
CCZ,Mollusca,Cephalopoda,Octopoda,NA,NA,NA,9
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos trichoceros,9
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Ceratocoryaceae,Ceratocorys,Ceratocorys horrida,9
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Pyrocystaceae,Pyrocystis,NA,9
CCZ,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus robustus,9
CCZ,Nematoda,Chromadorea,Monhysterida,Sphaerolaimidae,Subsphaerolaimus,NA,9
CCZ,Nematoda,Chromadorea,Plectida,Leptolaimidae,Antomicron,NA,9
CCZ,Nematoda,Enoplea,Enoplida,Leptosomatidae,NA,NA,9
CCZ,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,NA,9
CCZ,Nematoda,Chromadorea,Plectida,Aphanolaimidae,Anonchus,NA,8.667966701
CCZ,Nematoda,Chromadorea,Desmodorida,Microlaimidae,Bathynox,NA,8.338590017
CCZ,Annelida,Polychaeta,Eunicida,Lumbrineridae,Augeneria,NA,8
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,NA,NA,8
CCZ,Arthropoda,Copepoda,Cyclopoida,Schminkepinellidae,Cyclopinella,NA,8
CCZ,Arthropoda,Copepoda,Cyclopoida,Schminkepinellidae,Einslepinella,NA,8
CCZ,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Parapseudoleptomesochra,NA,8
CCZ,Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Idyella,NA,8
CCZ,Arthropoda,Copepoda,Siphonostomatoida,Brychiopontiidae,Neobrychiopontius,NA,8
CCZ,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,NA,8
CCZ,Arthropoda,Malacostraca,Amphipoda,Eupronoidae,Eupronoe,Eupronoe minuta,8
CCZ,Arthropoda,Malacostraca,Amphipoda,Pardaliscidae,Pardaliscella,NA,8
CCZ,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia brevis,8
CCZ,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Hebefustis,NA,8
CCZ,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Allodaposia,NA,8
CCZ,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Paraconchoecia,Paraconchoecia aequiseta,8
CCZ,Bryozoa,Stenolaemata,Cyclostomatida,Annectocymidae,NA,NA,8
CCZ,Chordata,Mammalia,Cetartiodactyla,NA,NA,NA,8
CCZ,Chordata,Teleostei,Ophidiiformes,Ophidiidae,NA,NA,8
CCZ,Chordata,Teleostei,Perciformes,Anthiadidae,Anthias,NA,8
CCZ,Cnidaria,Hydrozoa,Narcomedusae,Aeginidae,Aegina,Aegina citrea,8
CCZ,Cnidaria,Scyphozoa,Coronatae,NA,NA,NA,8
CCZ,Ctenophora,Tentaculata,NA,NA,NA,NA,8
CCZ,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyella,Freyella benthophila,8
